object_path,asset_name,asset_class_path,parent_class_path,native_parent_class_path,provisional_tier,provisional_reasons_json,descendant_count,referencer_count,component_reuse_count,cross_domain_reference_count,registry_usage_count,native_call_count,query_hit_count,existing_report_count,tier_sample_rank,sample_method
/Game/EndGame/Dinos/Tank/EndTank_Character_Base_BP.EndTank_Character_Base_BP,EndTank_Character_Base_BP,/Script/Engine.Blueprint,/Game/PrimalEarth/CoreBlueprints/Dino_Character_BP.Dino_Character_BP_C,/Script/ShooterGame.PrimalDinoCharacter,0,"[""has_descendants"",""referenced_by_assets"",""cross_domain_references"",""lightweight_catalog_only""]",8,2,0,2,0,0,,,19,top structural and demand signals within provisional tier
/Game/ASA/Dinos/SpiritBear/States/Base/StateReq_SBear_CanAttack.StateReq_SBear_CanAttack,StateReq_SBear_CanAttack,/Script/Engine.Blueprint,/Game/ASA/Dinos/SpiritBear/Gameplay/ToMerge/v2/StateReqs/StateReq_Base.StateReq_Base_C,/Script/ShooterGame.Object_WithWorldContext,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",8,8,0,1,0,0,,,20,top structural and demand signals within provisional tier
/Game/Aberration/WeaponClimbingPick/Climbing_ImpactEffect.Climbing_ImpactEffect,Climbing_ImpactEffect,/Script/Engine.Blueprint,/Script/Engine.Actor,/Script/Engine.Actor,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",8,8,0,1,0,0,,,21,top structural and demand signals within provisional tier
/Game/LostColony/Missions/Bossfight/Modules/Fights/LostQueen/Attacks/DmgType_Melee_LostQueen.DmgType_Melee_LostQueen,DmgType_Melee_LostQueen,/Script/Engine.Blueprint,/Game/PrimalEarth/CoreBlueprints/DamageTypes/DmgType_Melee_Torpidity_None_StoneWeapon.DmgType_Melee_Torpidity_None_StoneWeapon_C,/Script/ShooterGame.ShooterDamageType,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",8,8,0,1,0,0,,,22,top structural and demand signals within provisional tier
/Game/LostColony/Weapons/TekSpear/ProjSpear_Tek_Inst.ProjSpear_Tek_Inst,ProjSpear_Tek_Inst,/Script/Engine.Blueprint,/Game/LostColony/Weapons/TekSpear/ProjSpear_Tek.ProjSpear_Tek_C,/Script/ShooterGame.PrimalProjectileArrow,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",8,8,0,1,0,0,,,23,top structural and demand signals within provisional tier
/Game/Packs/Frontier/Structures/TrainTracks/Structure_TrainTrack_Straight_Base.Structure_TrainTrack_Straight_Base,Structure_TrainTrack_Straight_Base,/Script/Engine.Blueprint,/Game/Packs/Frontier/Structures/TrainTracks/Structure_TrainTrack_Base.Structure_TrainTrack_Base_C,/Script/ShooterGame.PrimalStructure,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",8,8,0,1,0,0,,,24,top structural and demand signals within provisional tier
/Game/PrimalEarth/CoreBlueprints/GeneTraits/TraitBPs/Carrier/Trait_CarrierBase.Trait_CarrierBase,Trait_CarrierBase,/Script/Engine.Blueprint,/Game/PrimalEarth/CoreBlueprints/GeneTraits/TraitBPs/Trait_Base.Trait_Base_C,/Script/ShooterGame.GeneTrait,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",8,8,0,1,0,0,,,25,top structural and demand signals within provisional tier
/Game/PrimalEarth/Structures/Tileset/RoofHalf/StructureBase_Roof_Half.StructureBase_Roof_Half,StructureBase_Roof_Half,/Script/Engine.Blueprint,/Game/PrimalEarth/Structures/BuildingBases/TilesetBases/StructureBase_Slope_Half.StructureBase_Slope_Half_C,/Script/ShooterGame.PrimalStructure,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",8,8,0,1,0,0,,,26,top structural and demand signals within provisional tier
/Game/PrimalEarth/CoreBlueprints/Items/Armor/Shields/PrimalItemArmor_Shield.PrimalItemArmor_Shield,PrimalItemArmor_Shield,/Script/Engine.Blueprint,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Base/PrimalItemArmorGeneric.PrimalItemArmorGeneric_C,/Script/ShooterGame.PrimalItem,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",8,7,0,1,0,0,,,27,top structural and demand signals within provisional tier
/Game/Dragontopia/Dragons/Base/Attacks/Projectiles/DracoProjectileTrail_Emitter.DracoProjectileTrail_Emitter,DracoProjectileTrail_Emitter,/Script/Engine.Blueprint,/Script/ShooterGame.PrimalEmitterSpawnable,/Script/ShooterGame.PrimalEmitterSpawnable,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",8,5,0,1,0,0,,,28,top structural and demand signals within provisional tier
/Game/LostColony/Missions/Overworld/Outpost/Items/PrimalItemStructure_LC_Outpost_Base.PrimalItemStructure_LC_Outpost_Base,PrimalItemStructure_LC_Outpost_Base,/Script/Engine.Blueprint,/Game/PrimalEarth/CoreBlueprints/Items/Structures/BuildingBases/PrimalItemStructureGeneric.PrimalItemStructureGeneric_C,/Script/ShooterGame.PrimalItem,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",8,2,0,1,0,0,,,29,top structural and demand signals within provisional tier
/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItem_WeaponBaseHatchet.PrimalItem_WeaponBaseHatchet,PrimalItem_WeaponBaseHatchet,/Script/Engine.Blueprint,/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemWeaponGenericAmmoless.PrimalItemWeaponGenericAmmoless_C,/Script/ShooterGame.PrimalItem,0,"[""has_descendants"",""referenced_by_assets"",""cross_domain_references"",""lightweight_catalog_only""]",7,6,0,2,0,0,,,30,top structural and demand signals within provisional tier
/Game/PrimalEarth/Dinos/BaseBPs/DinoSettings_Omnivore_Medium_Moschops.DinoSettings_Omnivore_Medium_Moschops,DinoSettings_Omnivore_Medium_Moschops,/Script/Engine.Blueprint,/Game/PrimalEarth/Dinos/BaseBPs/DinoSettings_Carnivore_Medium.DinoSettings_Carnivore_Medium_C,/Script/ShooterGame.PrimalDinoSettings,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,9,0,1,0,0,,,31,top structural and demand signals within provisional tier
/Game/ClubARk/Rewards/RepairKit/PrimalItem_RepairKit_Base.PrimalItem_RepairKit_Base,PrimalItem_RepairKit_Base,/Script/Engine.Blueprint,/Game/PrimalEarth/CoreBlueprints/Items/PrimalItem_Base.PrimalItem_Base_C,/Script/ShooterGame.PrimalItem,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,8,0,1,0,0,,,32,top structural and demand signals within provisional tier
/Game/Genesis2/Missions/Race2/Canoe/Canoe_BP_Race.Canoe_BP_Race,Canoe_BP_Race,/Script/Engine.Blueprint,/Game/Genesis2/Dinos/Canoe/Canoe_BP.Canoe_BP_C,UNKNOWN,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,7,0,1,0,0,,,33,top structural and demand signals within provisional tier
/Game/LostColony/Missions/Overworld/Outpost/Defend/Structures/PrimalItemStructure_LC_Outpost_Defend.PrimalItemStructure_LC_Outpost_Defend,PrimalItemStructure_LC_Outpost_Defend,/Script/Engine.Blueprint,/Game/LostColony/Missions/Overworld/Outpost/Items/PrimalItemStructure_LC_Outpost_Base.PrimalItemStructure_LC_Outpost_Base_C,/Script/ShooterGame.PrimalItem,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,7,0,1,0,0,,,34,top structural and demand signals within provisional tier
/Game/PrimalEarth/Structures/BuildingBases/TilesetBases/StructureBase_Slope_Shallow_Half.StructureBase_Slope_Shallow_Half,StructureBase_Slope_Shallow_Half,/Script/Engine.Blueprint,/Game/PrimalEarth/Structures/BuildingBases/StructureBaseBP.StructureBaseBP_C,/Script/ShooterGame.PrimalStructure,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,7,0,1,0,0,,,35,top structural and demand signals within provisional tier
/Game/PrimalEarth/Structures/BuildingBases/WaterTankBaseBP_NoInv.WaterTankBaseBP_NoInv,WaterTankBaseBP_NoInv,/Script/Engine.Blueprint,/Script/ShooterGame.PrimalStructureItemContainer_CropPlot_VisualItems,/Script/ShooterGame.PrimalStructureItemContainer_CropPlot_VisualItems,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,7,0,1,0,0,,,36,top structural and demand signals within provisional tier
/Game/PrimalEarth/Structures/Tileset/DoorwayShort/Base_Doorframe_Short.Base_Doorframe_Short,Base_Doorframe_Short,/Script/Engine.Blueprint,/Game/PrimalEarth/Structures/BuildingBases/Doorframe_Base_SM.Doorframe_Base_SM_C,/Script/ShooterGame.PrimalStructure,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,7,0,1,0,0,,,37,top structural and demand signals within provisional tier
/Game/PrimalEarth/Structures/Tileset/HalfWalls/StructureBase_Wall_Half.StructureBase_Wall_Half,StructureBase_Wall_Half,/Script/Engine.Blueprint,/Game/PrimalEarth/Structures/BuildingBases/StructureBaseBP.StructureBaseBP_C,/Script/ShooterGame.PrimalStructure,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,7,0,1,0,0,,,38,top structural and demand signals within provisional tier
/Game/PrimalEarth/Structures/Tileset/RoofCorners/StructureBase_Roof_Corner_Left.StructureBase_Roof_Corner_Left,StructureBase_Roof_Corner_Left,/Script/Engine.Blueprint,/Game/PrimalEarth/Structures/Tileset/RoofCorners/StructureBase_Roof_Corner.StructureBase_Roof_Corner_C,/Script/ShooterGame.PrimalStructure,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,7,0,1,0,0,,,39,top structural and demand signals within provisional tier
/Game/PrimalEarth/Structures/Tileset/RoofCorners/StructureBase_Roof_Corner_Left_Inverted.StructureBase_Roof_Corner_Left_Inverted,StructureBase_Roof_Corner_Left_Inverted,/Script/Engine.Blueprint,/Game/PrimalEarth/Structures/Tileset/RoofCorners/StructureBase_Roof_Corner.StructureBase_Roof_Corner_C,/Script/ShooterGame.PrimalStructure,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,7,0,1,0,0,,,40,top structural and demand signals within provisional tier
/Game/PrimalEarth/Structures/Tileset/RoofCorners/StructureBase_Roof_Corner_Right.StructureBase_Roof_Corner_Right,StructureBase_Roof_Corner_Right,/Script/Engine.Blueprint,/Game/PrimalEarth/Structures/Tileset/RoofCorners/StructureBase_Roof_Corner.StructureBase_Roof_Corner_C,/Script/ShooterGame.PrimalStructure,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,7,0,1,0,0,,,41,top structural and demand signals within provisional tier
/Game/PrimalEarth/Structures/Tileset/RoofCorners/StructureBase_Roof_Corner_Right_Inverted.StructureBase_Roof_Corner_Right_Inverted,StructureBase_Roof_Corner_Right_Inverted,/Script/Engine.Blueprint,/Game/PrimalEarth/Structures/Tileset/RoofCorners/StructureBase_Roof_Corner.StructureBase_Roof_Corner_C,/Script/ShooterGame.PrimalStructure,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,7,0,1,0,0,,,42,top structural and demand signals within provisional tier
/Game/PrimalEarth/Structures/Tileset/TriangleRoofs/StructureBase_Roof_Tri_Inverted.StructureBase_Roof_Tri_Inverted,StructureBase_Roof_Tri_Inverted,/Script/Engine.Blueprint,/Game/PrimalEarth/Structures/Tileset/TriangleRoofs/StructureBase_Roof_Tri.StructureBase_Roof_Tri_C,/Script/ShooterGame.PrimalStructure,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,7,0,1,0,0,,,43,top structural and demand signals within provisional tier
/Game/LostColony/Missions/Bossfight/Modules/Fights/LostQueen/Attacks/DinoAttackStateMelee_LostQueen_HeavyAttack.DinoAttackStateMelee_LostQueen_HeavyAttack,DinoAttackStateMelee_LostQueen_HeavyAttack,/Script/Engine.Blueprint,/Game/PrimalEarth/CoreAI/DinoAttackStateMelee.DinoAttackStateMelee_C,/Script/ShooterGame.PrimalAIStateDinoMeleeState,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,5,0,1,0,0,,,44,top structural and demand signals within provisional tier
/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemCustomFoodRecipe_Base.PrimalItemCustomFoodRecipe_Base,PrimalItemCustomFoodRecipe_Base,/Script/Engine.Blueprint,/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumableEatable.PrimalItemConsumableEatable_C,/Script/ShooterGame.PrimalItem,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,4,0,1,0,0,,,45,top structural and demand signals within provisional tier
/Game/PrimalEarth/CoreBlueprints/Dino_Character_BP_Nocturnal.Dino_Character_BP_Nocturnal,Dino_Character_BP_Nocturnal,/Script/Engine.Blueprint,/Game/PrimalEarth/CoreBlueprints/Dino_Character_BP.Dino_Character_BP_C,/Script/ShooterGame.PrimalDinoCharacter,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,3,0,1,0,0,,,46,top structural and demand signals within provisional tier
/Game/Packs/Wasteland/Vehicles/Car/Cab/BaseClass/PrimalItem_Car_Cab_Base.PrimalItem_Car_Cab_Base,PrimalItem_Car_Cab_Base,/Script/Engine.Blueprint,/Game/Packs/Wasteland/Vehicles/Car/BaseClasses/PrimalItem_Car_Equipment_Base.PrimalItem_Car_Equipment_Base_C,/Script/ShooterGame.PrimalItem,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,2,0,1,0,0,,,47,top structural and demand signals within provisional tier
/Game/Packs/Wasteland/Vehicles/Car/EngineCompartment/BaseClass/PrimalItem_Car_Engine_Base.PrimalItem_Car_Engine_Base,PrimalItem_Car_Engine_Base,/Script/Engine.Blueprint,/Game/Packs/Wasteland/Vehicles/Car/BaseClasses/PrimalItem_Car_Equipment_Base.PrimalItem_Car_Equipment_Base_C,/Script/ShooterGame.PrimalItem,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,2,0,1,0,0,,,48,top structural and demand signals within provisional tier
/Game/Packs/Wasteland/Vehicles/Car/Bed/BaseClass/PrimalItem_Car_Bed_Base.PrimalItem_Car_Bed_Base,PrimalItem_Car_Bed_Base,/Script/Engine.Blueprint,/Game/Packs/Wasteland/Vehicles/Car/BaseClasses/PrimalItem_Car_Equipment_Base.PrimalItem_Car_Equipment_Base_C,/Script/ShooterGame.PrimalItem,0,"[""has_descendants"",""referenced_by_assets"",""lightweight_catalog_only""]",7,1,0,1,0,0,,,49,top structural and demand signals within provisional tier
/Game/PrimalEarth/CoreBlueprints/ItemLootSets/LootItemSet_SupplyDrop_Level45.LootItemSet_SupplyDrop_Level45,LootItemSet_SupplyDrop_Level45,/Script/Engine.Blueprint,/Script/ShooterGame.PrimalSupplyCrateItemSet,/Script/ShooterGame.PrimalSupplyCrateItemSet,0,"[""has_descendants"",""referenced_by_assets"",""cross_domain_references"",""lightweight_catalog_only""]",6,4,0,3,0,0,,,50,top structural and demand signals within provisional tier
/Game/PrimalEarth/CoreBlueprints/PlayerPawnTest_Child.PlayerPawnTest_Child,PlayerPawnTest_Child,/Script/Engine.Blueprint,/Game/PrimalEarth/CoreBlueprints/PlayerPawnTest.PlayerPawnTest_C,/Script/ShooterGame.ShooterCharacter,0,"[""has_descendants"",""referenced_by_assets"",""cross_domain_references"",""lightweight_catalog_only""]",6,4,0,3,0,0,,,51,top structural and demand signals within provisional tier
/Game/LostColony/CoreBlueprints/Items/CursedWeapons/WeapSword_Cursed.WeapSword_Cursed,WeapSword_Cursed,/Script/Engine.Blueprint,/Game/PrimalEarth/CoreBlueprints/Weapons/WeapSword.WeapSword_C,/Script/ShooterGame.ShooterWeapon_Melee,0,"[""has_descendants"",""referenced_by_assets"",""cross_domain_references"",""lightweight_catalog_only""]",6,7,0,2,0,0,,,52,top structural and demand signals within provisional tier
/Game/Packs/Wasteland/Vehicles/Car/Bed/BaseClass/PrimalItem_Car_Bed_WC.PrimalItem_Car_Bed_WC,PrimalItem_Car_Bed_WC,/Script/Engine.Blueprint,/Game/Packs/Wasteland/Vehicles/Car/Bed/BaseClass/PrimalItem_Car_Bed_Base.PrimalItem_Car_Bed_Base_C,/Script/ShooterGame.PrimalItem,0,"[""has_descendants"",""referenced_by_assets"",""cross_domain_references"",""lightweight_catalog_only""]",6,7,0,2,0,0,,,53,top structural and demand signals within provisional tier
/Game/PrimalEarth/CoreBlueprints/DamageTypes/DmgType_ProjectileWithImpactFX_TranqMore.DmgType_ProjectileWithImpactFX_TranqMore,DmgType_ProjectileWithImpactFX_TranqMore,/Script/Engine.Blueprint,/Game/PrimalEarth/CoreBlueprints/DamageTypes/DmgType_ProjectileWithImpactFX_Tranq.DmgType_ProjectileWithImpactFX_Tranq_C,UNKNOWN,0,"[""has_descendants"",""referenced_by_assets"",""cross_domain_references"",""lightweight_catalog_only""]",6,7,0,2,0,0,,,54,top structural and demand signals within provisional tier
/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumable_MulticraftItem_Base.PrimalItemConsumable_MulticraftItem_Base,PrimalItemConsumable_MulticraftItem_Base,/Script/Engine.Blueprint,/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumableGeneric.PrimalItemConsumableGeneric_C,/Script/ShooterGame.PrimalItem,0,"[""has_descendants"",""referenced_by_assets"",""cross_domain_references"",""lightweight_catalog_only""]",6,7,0,2,0,0,,,55,top structural and demand signals within provisional tier
/Game/PrimalEarth/Dinos/CrystalWyvern/CrystalWyvern_Character_BP_Base.CrystalWyvern_Character_BP_Base,CrystalWyvern_Character_BP_Base,/Script/Engine.Blueprint,/Game/PrimalEarth/CoreBlueprints/Dino_Character_BP.Dino_Character_BP_C,/Script/ShooterGame.PrimalDinoCharacter,0,"[""has_descendants"",""referenced_by_assets"",""cross_domain_references"",""lightweight_catalog_only""]",6,7,0,2,0,0,,,56,top structural and demand signals within provisional tier
/Game/PrimalEarth/Structures/BuildingBases/Door_Single_Base.Door_Single_Base,Door_Single_Base,/Script/Engine.Blueprint,/Game/PrimalEarth/Structures/BuildingBases/Door_Base_SM.Door_Base_SM_C,/Script/ShooterGame.PrimalStructureDoor,0,"[""has_descendants"",""referenced_by_assets"",""cross_domain_references"",""lightweight_catalog_only""]",6,7,0,2,0,0,,,57,top structural and demand signals within provisional tier
/Game/PrimalEarth/Structures/BuildingBases/Door_Window_Base.Door_Window_Base,Door_Window_Base,/Script/Engine.Blueprint,/Game/PrimalEarth/Structures/BuildingBases/Door_Base_SM.Door_Base_SM_C,/Script/ShooterGame.PrimalStructureDoor,0,"[""has_descendants"",""referenced_by_assets"",""cross_domain_references"",""lightweight_catalog_only""]",6,7,0,2,0,0,,,58,top structural and demand signals within provisional tier
/Game/Packs/TidesOfFortune/CoreBlueprints/Projectiles/BP_Proj_ShipCannon_ToF_Base.BP_Proj_ShipCannon_ToF_Base,BP_Proj_ShipCannon_ToF_Base,/Script/Engine.Blueprint,/Script/ShooterGame.PrimalShipCannonProjectile,/Script/ShooterGame.PrimalShipCannonProjectile,0,"[""has_descendants"",""referenced_by_assets"",""cross_domain_references"",""lightweight_catalog_only""]",6,6,0,2,0,0,,,59,top structural and demand signals within provisional tier
